Date,Open,High,Low,Close,Volume
2021-01-14,127.32756381591491,127.52225130518217,125.34171280576037,125.48773956298828,90221800
2021-01-15,125.36119363586094,126.76296740977297,123.62844962469308,123.76473236083984,111598500
2021-01-19,124.3877334109567,125.2930517717372,123.5700370457831,124.43640899658203,90757300
2021-01-20,125.24441754671625,128.9727428605649,125.13733716445972,128.5249481201172,104319500
2021-01-21,130.2479286583061,135.96208925479198,130.0434971272025,133.23641967773438,120150900
2021-01-22,132.66203609199488,136.13726682824685,131.43549193115814,135.3779754638672,114459400
2021-01-25,139.2718354812106,141.23819854253642,132.9151779412319,139.1258087158203,157611700
2021-01-26,139.78775742744395,140.4691710725819,137.61694808504978,139.35943603515625,98390600
2021-01-27,139.62224478331817,140.46915831522645,136.68242977361535,138.2886199951172,140843800
2021-01-28,135.816042617107,138.2204705183577,133.07090053569834,133.45054626464844,142621100
2021-01-29,132.22404319902353,133.10988846080656,126.7532453845792,128.456787109375,177523800
2021-02-01,130.19919650201302,131.78592791163206,127.45405491141061,130.57884216308594,106239800
2021-02-02,132.12667146199954,132.69127555683025,131.0364096809211,131.4063262939453,83305400
2021-02-03,132.15584554716537,132.1655895740763,130.06292957185698,130.38417053222656,89880900
2021-02-04,132.68154013575978,133.75232866214105,131.01693030921246,133.7425994873047,84183100
2021-02-05,133.90351467981515,133.97175045079626,132.45089754431586,133.32830810546875,75693800
2021-02-08,132.61659492201852,133.52326614630692,131.53444758226135,133.47451782226562,71297200
2021-02-09,133.19178552172198,134.4201778248724,132.44111786524098,132.5970916748047,76774200
2021-02-10,133.05525945656302,133.55247138369472,131.0274517780399,131.99261474609375,73046600
2021-02-11,132.4898645085888,132.9675743269367,130.41332257065082,131.73919677734375,64280000
2021-02-12,130.9787501870301,132.1291332081116,130.33530805190028,131.97314453125,60145100
2021-02-16,132.09017454240117,132.5971155475775,129.45791334796667,129.84788513183594,80576300
2021-02-17,127.95654680963715,128.90220781232136,126.2212134982147,127.55683135986328,97918500
2021-02-18,125.95798047907508,126.73790904839909,124.21290350757396,126.45519256591797,96856700
2021-02-19,126.97189361497381,127.43010109713762,125.56802514842084,126.61116790771484,87668800
2021-02-22,124.79783740249141,126.46493488700048,122.44831544375612,122.8382797241211,103916400
2021-02-23,120.65447173544518,123.53044391763328,115.41921936454152,122.70177459716797,158273000
2021-02-24,121.80488184514299,122.40931941932189,119.16288479188184,122.20458984375,111039900
2021-02-25,121.55141178976116,123.28674515580227,117.51529718125303,117.9540023803711,148199500
2021-02-26,119.51385248275434,121.71714451300848,118.15873226929354,118.21723175048828,164560400
2021-03-01,120.64472644599832,124.71983750347,119.7088167333954,124.5833511352539,116307900
2021-03-02,125.18779891061432,125.49001767022227,121.87311395477933,121.98035430908203,102260900
2021-03-03,121.67814086921052,122.55555866097826,118.78266587535208,118.99714660644531,112966300
2021-03-04,118.69492201638303,120.49849839926789,115.64346591859298,117.11557006835938,178155000
2021-03-05,117.9442454649468,118.88015523948293,114.61980921267136,118.37319946289062,153766600
2021-03-08,117.8955104919653,117.96375368831654,113.29394800099358,113.440185546875,154376600
2021-03-09,116.04318464645965,118.99715180961525,115.80920903774101,118.0514907836914,129525800
2021-03-10,118.63641969338748,119.10437082693089,116.45262294368767,116.96932983398438,111943300
2021-03-11,119.46509072342045,120.1182765520443,118.21721109919896,118.89964294433594,103026500
2021-03-12,117.37879228748427,118.12946732804168,116.16990981369923,117.99298095703125,88105100
2021-03-15,118.36344619441722,120.88845140763532,117.39828304156515,120.87870025634766,92403800
2021-03-16,122.54581024798175,124.02767309341856,121.59040552732543,122.41907501220703,115227900
2021-03-17,120.93722665347914,122.70180609403398,119.2701289957093,121.62940979003906,111932600
2021-03-18,119.79656111339463,120.08903616814248,117.3008017478915,117.50553131103516,121229700
2021-03-19,116.8913345232248,118.38294083560933,116.67685382299581,116.97907257080078,185549500
2021-03-22,117.31055690317099,120.76172845240197,117.24231371312757,120.29376983642578,111912300
2021-03-23,120.23527288356823,121.1224343178664,119.07513126230569,119.46509552001953,95467100
2021-03-24,119.73806777124454,119.81606211005297,117.05707373778829,117.07656860351562,88530500
2021-03-25,116.5403780411406,118.60718345893137,116.0139273940255,117.56402587890625,98844700
2021-03-26,117.33005928068575,118.4317089821302,115.93594193373995,118.1684799194336,94071200
2021-03-29,118.59742624167248,119.50408995901205,117.70051367598907,118.34394836425781,80819200
2021-03-30,117.09607936818357,117.37880328833072,115.87744562855794,116.89134979248047,85671900
2021-03-31,118.59744636810407,120.42051782587205,118.1099928338644,119.08489990234375,118323800
2021-04-01,120.5570011392304,121.06394949790783,119.41635431579364,119.91355895996094,75089100
2021-04-05,120.76173132452315,122.99426922039768,119.98180275866349,122.74079132080078,88651200
2021-04-06,123.32572316184695,123.93991183273825,122.49705378234141,123.04299926757812,80171300
2021-04-07,122.67254049145967,124.7100924000349,121.99985233123647,124.69059753417969,83466700
2021-04-08,125.71424485466245,127.11811320514343,125.29504201784057,127.0888671875,88844600
2021-04-09,126.54291392534559,129.70160264420477,126.22119287511026,129.66261291503906,106686700
2021-04-12,129.19464918855957,129.5163702074258,127.35207599025064,127.94676971435547,91420000
2021-04-13,129.11669192988782,131.28098676840776,128.6194798143975,131.05674743652344,91266500
2021-04-14,131.55399433041984,131.61248638867002,128.35629955490086,128.71701049804688,87222800
2021-04-15,130.46203997416845,131.61242290057214,130.2865490081675,131.12496948242188,89347100
2021-04-16,130.93001971708307,131.29073056509336,129.93561036138595,130.7935333251953,84922400
2021-04-19,130.1598082608944,132.07063223335706,129.99407588140957,131.45643615722656,94264200
2021-04-20,131.63191186465178,132.12910894546226,128.5024546918313,129.76983642578125,94812300
2021-04-21,129.0386769276597,130.39379691363274,128.00527800142257,130.1500701904297,68847100
2021-04-22,129.701600029045,130.78374722132708,128.11251198833915,128.62921142578125,84566500
2021-04-23,128.84369107132306,131.72940697661994,128.84369107132306,130.94949340820312,78657500
2021-04-26,131.44670263718533,131.67092706494682,130.2085666757299,131.33946228027344,66905100
2021-04-27,131.62218352757128,132.01215523774303,130.7447732125093,131.0177459716797,66015800
2021-04-28,130.93975103357886,131.6319415185454,129.74061964154626,130.2280731201172,107760100
2021-04-29,133.04553085743174,133.63048088194913,129.12640139531834,130.13055419921875,151101000
2021-04-30,128.4732479162047,130.2085812488916,127.78107225167611,128.16128540039062,109839500
2021-05-03,128.7267036427075,130.70577838338053,128.5219815192614,129.2141571044922,75135100
2021-05-04,127.89804644623831,128.19052150938094,123.52070884107249,124.64185333251953,137564700
2021-05-05,125.95797834787251,127.17661206810328,124.75884693241741,124.88558959960938,84000900
2021-05-06,124.68083714349731,126.49416448959799,123.9399058507591,126.48442077636719,78128300
2021-05-07,127.7832408311975,128.18362023078294,126.44533974102744,127.15824127197266,78973300
2021-05-10,126.37701270502987,126.50395575349485,123.83794311938117,123.87700653076172,88071200
2021-05-11,120.60551014234991,123.31058591748854,119.892615994426,122.95903015136719,126142800
2021-05-12,120.50786329646682,121.7187992057643,119.38481447185008,119.89262390136719,112172300
2021-05-13,121.66021008886267,123.19341357180042,121.34771025318693,122.04106903076172,105861300
2021-05-14,123.29106392253492,124.892626453878,122.90043727939631,124.46293640136719,81918000
2021-05-17,123.84772054552292,123.95514307259624,122.2363900900074,123.31060791015625,74244600
2021-05-18,123.59379552967953,124.01371786549493,121.8555147978895,121.92387390136719,63342900
2021-05-19,120.27349147179841,121.99223682754793,119.9805196188087,121.76763153076172,92612000
2021-05-20,122.2949800317053,124.72661966171272,122.1680220813628,124.32622528076172,76857100
2021-05-21,124.82428034642234,125.00006198160735,122.27545036153188,122.49029541015625,79295400
2021-05-24,123.05671982815599,124.94148693232214,122.98836070834002,124.12117004394531,63092900
2021-05-25,124.82428611341189,125.3125750786712,123.35944156938784,123.92584991455078,72009500
2021-05-26,123.98442904941227,124.40435140852335,123.45708417165065,123.87700653076172,56575900
2021-05-27,123.4766199875777,124.6484925303121,122.14849379883397,122.34380340576172,94625600
2021-05-28,122.62700604353964,122.85161879427051,121.63091513952054,121.68950653076172,71311100
2021-06-01,122.14847888043448,122.41214756264262,121.03519786563034,121.36722564697266,67637100
2021-06-02,121.3672417498929,122.30474128408406,121.14263644461568,122.12895965576172,59278900
2021-06-03,121.75788119387512,121.92389512399187,120.24420548835592,120.64459991455078,76229200
2021-06-04,121.16216229807738,123.20318269390796,120.94731726161271,122.93950653076172,75169300
2021-06-07,123.21294850959707,123.35943444565716,121.90435770211774,122.94927978515625,71057600
2021-06-08,123.63284357760986,125.44925835272221,123.25198469832935,123.76956176757812,74403800
2021-06-09,124.22857085419675,124.75591573650723,123.55474004059155,124.15044403076172,56877900
2021-06-10,124.04303403142379,125.18561845038153,122.98835161093277,123.15436553955078,71186400
2021-06-11,123.56451405558266,124.45318995364758,123.14459167144136,124.36529541015625,53522400
2021-06-14,124.82426738240325,127.4805121651489,124.09184522029778,127.42192077636719,96906500
2021-06-15,126.89455717276125,127.53909211859933,126.3574447178962,126.6015853881836,62746300
2021-06-16,127.3145078232053,127.82232473272363,125.44928390187147,127.09966278076172,91815000
2021-06-17,126.75788205128507,129.4434303366887,126.61138865865254,128.70123291015625,96721700
2021-06-18,127.6465684465976,128.4278070000862,127.18758260077941,127.40242767333984,108953300
2021-06-21,127.24613887941126,129.3066870329964,126.18168897810015,129.1992645263672,79663300
2021-06-22,129.03327220047046,130.93756704429327,128.53521554050778,130.83990478515625,74783600
2021-06-23,130.63483384623305,131.17194646480604,130.10748149302736,130.56646728515625,60214200
2021-06-24,131.2988830515641,131.4844323925828,129.81450322458238,130.28326416015625,68711000
2021-06-25,130.3320525078085,130.75196727761698,129.69727787050996,129.99024963378906,70783700
2021-06-28,130.28326829600795,132.08014056924634,130.22467690249317,131.62115478515625,62111300
2021-06-29,131.6406714747908,133.29106502927266,131.20122118482706,133.1348114013672,64556100
2021-06-30,132.97859834281147,134.18954197676644,132.6856264263999,133.75009155273438,63261400
2021-07-01,133.39850004575504,134.11138680082388,132.5781758729055,134.05279541015625,52485800
2021-07-02,134.66801646633246,136.7188044942125,134.52153799341264,136.67974853515625,78852600
2021-07-06,136.78717260963688,139.79497322979873,136.78717260963688,138.69146728515625,108181800
2021-07-07,140.17584334226723,141.49420932337944,139.31647805419703,141.1817169189453,104911600
2021-07-08,138.2617755637112,140.68364735524526,137.37309975875638,139.88287353515625,105575500
2021-07-09,139.404326309902,142.23635219741325,139.30666407881637,141.70901489257812,99890800
2021-07-12,142.78325599959365,142.89067850548736,140.62504561797144,141.1133270263672,76299700
2021-07-13,140.65435663279786,144.00397520789517,140.2637374239949,142.22662353515625,100827100
2021-07-14,144.62896358307862,146.0645121600824,144.2187940743634,145.6543426513672,127050800
2021-07-15,145.74227374256316,146.48445629001154,143.64265426170465,145.0000762939453,106820300
