Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2020-01-02,67.85954284667969,67.89775418065835,66.57815309878687,66.57815309878687,28132000
2020-01-03,67.52653503417969,68.1141308205774,66.77636312898343,66.89130003014904,23728000
2020-01-06,69.19154357910156,69.3051855511388,66.99749701628362,66.99749701628362,34646000
2020-01-07,69.14838409423828,69.6272904458637,69.00148323222915,69.3766752580606,30054000
2020-01-08,69.69329833984375,70.05359504931563,69.02431218618617,69.08584712935792,30560000
2020-01-09,70.4630126953125,70.83522105043521,69.98856668958533,70.499739797411,30018000
2020-01-10,70.95433044433594,71.21234401600526,70.38956605788671,70.84663295031501,36414000
2020-01-13,71.42579650878906,71.48981525869341,70.77021391646954,71.2719515924114,33046000
2020-01-14,71.01141357421875,71.55334669890598,70.88685187551155,71.41488927905296,31178000
2020-01-15,71.42430114746094,71.53323297517342,70.97814636864022,70.97814636864022,25654000
2020-01-16,72.04464721679688,72.0590427260816,71.50965829520423,71.83323541868478,23474000
2020-01-17,73.46847534179688,73.5133884254054,72.36822974126859,72.60098113863693,47924000
2020-01-21,73.66749572753906,74.03722035506398,73.01240523765856,73.40546104610688,40734000
2020-01-22,73.74440002441406,74.60117136173093,73.69377720518882,73.99502273571977,32216000
2020-01-23,73.77913665771484,74.21933937263805,73.55333691999178,73.82827524843472,27024000
2020-01-24,72.78955841064453,74.2180911047065,72.71709622320527,74.12354722235943,35692000
2020-01-27,71.1612777709961,71.3682293216221,70.53100280630098,71.01736053217846,35104000
2020-01-28,72.08733367919922,72.25805792416695,71.09031014666691,71.61289520522637,31548000
2020-01-29,72.38858032226562,72.72604563015618,71.79850067980185,72.39701619770298,21554000
2020-01-30,72.25011444091797,72.32157705806684,71.28535017791077,71.46202648613372,26788000
2020-01-31,71.17765808105469,72.95929369358639,70.89477607989122,72.89825097457529,48344000
2020-02-03,73.74391174316406,73.94540346854714,72.40644680609876,72.55582390226932,60736000
2020-02-04,71.81488037109375,72.92802972873821,70.78411331963115,72.31115822916287,78660000
2020-02-05,71.87244415283203,72.64713615775062,70.99552206378603,72.57666555309214,39724000
2020-02-06,73.26203155517578,73.54838183817161,71.93895451770953,71.97667363654388,33588000
2020-02-07,73.41090393066406,73.73894131882467,72.77169333088047,72.81884032824163,23446000
2020-02-10,74.8724365234375,74.913131666126,73.16723128976777,73.16723128976777,28398000
2020-02-11,74.8779067993164,75.91214968680356,74.72147961665152,75.02778368363181,26892000
2020-02-12,75.34837341308594,75.46872472681238,74.84415949040542,75.16028520253177,23352000
2020-02-13,75.1692123413086,75.79055158010962,74.66995852752311,75.0714425284829,18590000
2020-02-14,75.47096252441406,75.47096252441406,74.80594443068485,75.21587194600436,23956000
2020-02-18,75.4178466796875,76.01139450922071,75.06648568987477,75.18608730786443,22414000
2020-02-19,75.7662353515625,76.03501714291905,75.50370095350817,75.68583707921132,18986000
2020-02-20,75.34242248535156,75.91264676090906,74.7801418661208,75.53348673013704,21932000
2020-02-21,73.70272064208984,75.04787927203816,73.4709612485606,74.84018559824868,34634000
2020-02-24,70.55036163330078,71.31364175736718,70.04416367533321,70.77467716318912,57342000
2020-02-25,68.90570068359375,71.3717024837463,68.6054546959806,71.11661947805261,49566000
2020-02-26,69.14043426513672,70.2580590131553,68.43671263578089,69.28733511403237,44048000
2020-02-27,65.41388702392578,68.07462558918532,65.36822425383973,67.5960146343348,59566000
2020-02-28,66.46797943115234,66.55780559923728,63.076912851764526,63.39949420576608,75782000
2020-03-02,68.93844604492188,69.02579596948837,65.84688724094975,67.07740421904745,48630000
2020-03-03,66.5702133178711,69.98261550134394,66.10420318090857,69.4501103772567,48046000
2020-03-04,68.80990600585938,68.88782804208445,66.6555699506885,67.45556952259929,38266000
2020-03-05,65.4610366821289,67.43969621876708,64.76921918313089,67.00743712292649,51226000
2020-03-06,64.43720245361328,64.8247907201821,62.58310870847577,63.377648373856836,53212000
2020-03-09,60.3255500793457,62.27095833830953,59.553341867623764,59.816368521731185,67308000
2020-03-10,63.54291534423828,63.58063445702522,60.48485020188023,62.53100416104369,52228000
2020-03-11,60.31809997558594,62.57864549494632,59.35829965409747,62.0198369675017,52170000
2020-03-12,55.33050537109375,59.249116621663205,55.25060688894299,55.88087801193121,84534000
2020-03-13,60.53249740600586,60.533985421700905,55.441333110841626,58.51115871161663,74002000
2020-03-16,53.812896728515625,57.18446022019943,53.32207871068787,54.39205290243332,85048000
2020-03-17,55.57319641113281,56.12207733117726,52.40743724735232,54.24862765301197,77230000
2020-03-18,54.43175506591797,54.91314518911313,51.47790755844906,52.43225192946988,84668000
2020-03-19,55.34937286376953,57.46748563990049,52.61081432166256,54.245651392780594,73022000
2020-03-20,53.21686553955078,56.77368866646518,52.87790844707976,56.36326517332851,72036000
2020-03-23,52.437713623046875,53.1672426984631,50.29954854951737,52.67096482798128,80882000
2020-03-24,56.30073928833008,56.3275387176005,54.125055755218135,54.77766237135954,66890000
2020-03-25,54.714134216308594,57.0173590272589,53.89626705799337,55.9042097434777,81630000
2020-03-26,57.65508270263672,58.06302241255653,54.26947200496514,55.17617339435995,71434000
2020-03-27,55.12207794189453,57.105205367309125,54.8838666886535,55.864510713304924,64170000
2020-03-30,56.91413497924805,57.15284601417532,54.41587402341311,55.833241144653286,51482000
2020-03-31,57.70768356323242,58.32803087321486,56.48336847490198,56.937959165399484,49728000
2020-04-01,54.869468688964844,56.06401208292626,54.464012814336535,55.68237203172245,46884000
2020-04-02,55.62480545043945,55.9235634087798,54.41190228365983,54.50420847802494,39298000
