Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,MSFT,MSFT,MSFT,MSFT,MSFT,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2021-02-23,100.49676421173395,103.32554643644939,99.3558158634762,102.7721939086914,33348000,221.5198046781942,225.84767822105573,219.98099932623367,224.34735107421875,30228700,120.65447173544518,123.53044391763328,115.41921936454152,122.70177459716797,158273000
2021-02-24,101.3314994577473,104.2570595002908,101.14787907670082,103.97864532470703,24966000,221.2120626767533,226.20354640693853,220.2407006773393,225.5784149169922,26339700,121.80488184514299,122.40931941932189,119.16288479188184,122.20458984375,111039900
2021-02-25,102.60296081264626,103.96425663834911,100.31214360907788,100.81189727783203,36568000,223.20288228767947,225.61686886141217,219.16353629900811,220.2310791015625,39542200,121.55141178976116,123.28674515580227,117.51529718125303,117.9540023803711,148199500
2021-02-26,101.76276066693059,102.77963192245342,100.05258772073852,101.08484649658203,41670000,222.6739161526136,226.36703163258593,220.76002888675455,223.4914093017578,37819200,119.51385248275434,121.71714451300848,118.15873226929354,118.21723175048828,164560400
2021-03-01,102.06052547894382,103.54935898000207,101.54340785341348,103.30072784423828,28090000,226.87675570412392,228.3867098260675,224.2319439435093,227.87698364257812,25324000,120.64472644599832,124.71983750347,119.7088167333954,124.5833511352539,116307900
2021-03-02,103.03671968790425,104.43522737322495,102.79205656896865,103.01934814453125,22692000,227.94428610482706,228.22320172977388,224.5204595960881,224.9243927001953,22812500,125.18779891061432,125.49001767022227,121.87311395477933,121.98035430908203,102260900
2021-03-03,102.59104243879125,103.6485179525727,99.7518405206589,100.58112335205078,29684000,223.279813142553,224.64549595106263,218.56723082291026,218.8557586669922,34029500,121.67814086921052,122.55555866097826,118.78266587535208,118.99714660644531,112966300
2021-03-04,100.41538074708215,103.68435837482073,100.26152824244853,101.69180297851562,42360000,218.06718304367254,223.59724510649153,215.68203266613037,218.05755615234375,44727800,118.69492201638303,120.49849839926789,115.64346591859298,117.11557006835938,178155000
2021-03-05,102.88434639138246,105.11710437828245,101.55903561555868,104.64216613769531,43904000,220.74078515082306,224.3473463607686,217.79783355152915,222.74122619628906,41872800,117.9442454649468,118.88015523948293,114.61980921267136,118.37319946289062,153766600
2021-03-08,104.2744241479968,105.64811623726695,100.32801743764185,100.45507049560547,32948000,222.52003591331203,224.44353542154002,218.4422263479561,218.69227600097656,35267400,117.8955104919653,117.96375368831654,113.29394800099358,113.440185546875,154376600
2021-03-09,102.72951498133257,103.12852279691981,101.62926935019789,101.87095642089844,33946000,223.97226078418777,226.37663488338205,222.8085372631184,224.83782958984375,33080500,116.04318464645965,118.99715180961525,115.80920903774101,118.0514907836914,129525800
2021-03-10,102.8168471431405,102.97764369503807,100.91164199644126,101.98657989501953,25372000,227.9346612370885,227.9346612370885,223.16437663768343,223.52984619140625,29746800,118.63641969338748,119.10437082693089,116.45262294368767,116.96932983398438,111943300
2021-03-11,102.93100076362254,105.4937801610599,102.8476264530874,104.95134735107422,24782000,225.97274282318187,230.0217013232755,225.34759663880936,228.0597381591797,29907600,119.46509072342045,120.1182765520443,118.21721109919896,118.89964294433594,103026500
2021-03-12,103.47393032442318,103.73497295463616,101.61537222456147,102.32852172851562,34516000,225.0590786530408,226.7998582205497,224.3089149389268,226.73252868652344,22653700,117.37879228748427,118.12946732804168,116.16990981369923,117.99298095703125,88105100
2021-03-15,102.34737717387182,102.58360439664851,101.41487219976804,102.5553207397461,25962000,225.97271669511534,226.19391501778802,222.94319632529994,225.8284454345703,26034900,118.36344619441722,120.88845140763532,117.39828304156515,120.87870025634766,92403800
2021-03-16,103.17566748070718,105.3875781726272,102.72951267357026,103.84712982177734,29832000,227.24221351806312,230.87762613927848,226.91522214846157,228.61752319335938,28092200,122.54581024798175,124.02767309341856,121.59040552732543,122.41907501220703,115227900
2021-03-17,103.02875715162972,104.70369470408664,101.93545571900566,103.7756576538086,25980000,227.11720307886736,229.42541133970818,224.30889550204407,227.97315979003906,29562100,120.93722665347914,122.70180609403398,119.2701289957093,121.62940979003906,111932600
2021-03-18,102.28286011376694,103.00246142686906,100.92057237004009,101.0530776977539,27228000,223.66452881126907,225.23218566499116,221.51983088863727,221.89491271972656,34833000,119.79656111339463,120.08903616814248,117.3008017478915,117.50553131103516,121229700
2021-03-19,101.34240805448042,101.8907928977242,100.13298082469584,101.39948272705078,46298000,222.18341777330807,223.5779518905413,220.57729754999687,221.53904724121094,46430700,116.8913345232248,118.38294083560933,116.67685382299581,116.97907257080078,185549500
2021-03-22,101.33200406944363,102.13348798788701,100.54936835085859,101.17070770263672,39096000,221.46212328057254,227.83851426603098,221.3370911146356,226.9633331298828,30127000,117.31055690317099,120.76172845240197,117.24231371312757,120.29376983642578,111912300
2021-03-23,101.82132320572043,102.84375278509316,101.20196791810987,101.88385772705078,27340000,228.40593872587874,231.8297652677323,228.0020056178648,228.49249267578125,31638400,120.23527288356823,121.1224343178664,119.07513126230569,119.46509552001953,95467100
2021-03-24,102.49973393724686,103.13695296531952,101.3178481813476,101.49179077148438,23080000,228.75216387790152,228.8964204577157,226.31893839746687,226.45358276367188,25620100,119.73806777124454,119.81606211005297,117.05707373778829,117.07656860351562,88530500
2021-03-25,101.47939336231939,102.17715536104559,99.78807607148335,101.45706176757812,28378000,226.2997431730868,227.8770123437966,222.71242033317537,223.4529571533203,34061900,116.5403780411406,118.60718345893137,116.0139273940255,117.56402587890625,98844700
2021-03-26,101.18410882027551,101.78609259385784,99.95135025094393,101.01983642578125,29870000,222.69313628302467,227.6557680411861,222.69313628302467,227.43455505371094,25479900,117.33005928068575,118.4317089821302,115.93594193373995,118.1684799194336,94071200
2021-03-29,100.63919407485422,102.15532690786644,100.03075843514034,102.0322494506836,24596000,227.54037302898925,227.74234693638846,223.0105398608901,226.2420196533203,25227500,118.59742624167248,119.50408995901205,117.70051367598907,118.34394836425781,80819200
2021-03-30,102.11560847439652,102.76821498835122,101.4406703683131,102.01188659667969,20732000,224.59742201837378,224.90518898802316,222.2603771275382,222.981689453125,24792000,117.09607936818357,117.37880328833072,115.87744562855794,116.89134979248047,85671900
2021-03-31,102.1895673001318,103.88718500087943,102.07169979464673,102.66152954101562,29198000,224.00111959464277,229.95435241146978,223.50100565623833,226.75172424316406,43623500,118.59744636810407,120.42051782587205,118.1099928338644,119.08489990234375,118323800
2021-04-01,104.1166056180529,106.34936361659216,104.0639987751281,106.09178924560547,33980000,229.34848407327533,233.55132615154153,228.94455090403778,233.080078125,30338000,120.5570011392304,121.06394949790783,119.41635431579364,119.91355895996094,75089100
2021-04-05,106.84564529817908,111.03273971123632,106.78013474476542,110.44911193847656,43298000,233.47433160198997,240.39894058040818,233.41662897302558,239.54298400878906,36910600,120.76173132452315,122.99426922039768,119.98180275866349,122.74079132080078,88651200
2021-04-06,110.29775065496709,111.05011107606593,109.91561459536234,110.40941619873047,27060000,238.13888077497685,239.86040654818333,237.43680749401827,238.3793182373047,22931900,123.32572316184695,123.93991183273825,122.49705378234141,123.04299926757812,80171300
2021-04-07,110.47789719219672,111.91064798169064,110.43819405803684,111.6466293334961,25798000,238.3312093103771,241.33186391127126,237.73492914613195,240.3412628173828,22719800,122.67254049145967,124.7100924000349,121.99985233123647,124.69059753417969,83466700
2021-04-08,113.05011129326408,113.35010737527648,112.04365987787578,112.42877197265625,27166000,243.10152029642984,244.41911293067284,242.360968782777,243.5631561279297,23625200,125.71424485466245,127.11811320514343,125.29504201784057,127.0888671875,88844600
2021-04-09,111.99502259379396,113.59998953817454,111.84683440193864,113.44316101074219,20888000,243.19761999572466,246.19828876802333,242.78407470611,246.0636444091797,24326800,126.54291392534559,129.70160264420477,126.22119287511026,129.66261291503906,106686700
2021-04-12,112.46897052864345,112.91909339865406,111.09006079216573,111.90023803710938,31318000,244.9673020816501,247.8140879939687,244.88073344510863,246.12139892578125,27148700,129.19464918855957,129.5163702074258,127.35207599025064,127.94676971435547,91420000
2021-04-13,112.23173499932949,113.01287121292607,111.96473276231066,112.51957702636719,23310000,247.41974301703107,249.27591293750018,247.00616833012472,248.60267639160156,23837500,129.11669192988782,131.28098676840776,128.6194798143975,131.05674743652344,91266500
2021-04-14,112.91114526151502,113.05158667158682,111.62231173029588,111.90270233154297,20220000,247.63135037006475,248.9296891266608,245.4000837782856,245.81362915039062,23070900,131.55399433041984,131.61248638867002,128.35629955490086,128.71701049804688,87222800
2021-04-15,113.00147344964974,114.47129978297473,112.456564366128,113.9781494140625,27472000,248.06409680754706,249.9875962364744,247.87176447481755,249.5740509033203,25627500,130.46203997416845,131.61242290057214,130.2865490081675,131.12496948242188,89347100
2021-04-16,114.29278070382014,114.46349736190467,113.37218749025212,114.03273010253906,22596000,249.54520522242984,251.0166811447849,247.74673791180396,250.76661682128906,24878600,130.93001971708307,131.29073056509336,129.93561036138595,130.7935333251953,84922400
2021-04-19,113.7458829332884,115.05953189924804,113.54067308438573,114.26300811767578,24688000,250.23768863098698,251.47835411992395,247.95834624800946,248.8431396484375,23209300,130.1598082608944,132.07063223335706,129.99407588140957,131.45643615722656,94264200
2021-04-20,114.53545600508674,114.62032211244822,112.73992483257209,113.82776641845703,21774000,247.95826707423873,250.24723561665402,247.01574198316598,248.38143920898438,19722900,131.63191186465178,132.12910894546226,128.5024546918313,129.76983642578125,94812300
2021-04-21,113.41188241825846,113.9116360461608,112.0878135973065,113.8108901977539,23930000,249.035523125519,250.70895857066205,247.41016343558758,250.61277770996094,24030400,129.0386769276597,130.39379691363274,128.00527800142257,130.1500701904297,68847100
2021-04-22,113.80791621888578,114.33059968400795,111.98260950784,112.55184173583984,21096000,250.25688896426033,251.7668430840579,245.86170033030186,247.33319091796875,25606200,129.701600029045,130.78374722132708,128.11251198833915,128.62921142578125,84566500
2021-04-23,113.3235541982414,115.42529112029511,113.06251157388485,114.90320587158203,28670000,248.01603848589244,251.5071948907045,247.4293558567117,251.16094970703125,21462600,128.84369107132306,131.72940697661994,128.84369107132306,130.94949340820312,78657500
2021-04-26,115.13298218032035,116.19154819666925,114.8307521888439,115.470947265625,20834000,251.6514773046846,252.4016410376156,250.21847937453774,251.54566955566406,19763300,131.44670263718533,131.67092706494682,130.2085666757299,131.33946228027344,66905100
2021-04-27,115.93051175718163,116.00246659500257,114.35582003906823,114.49726104736328,31972000,251.57451893980152,253.12295149793457,250.17037234288279,251.94961547851562,31014200,131.62218352757128,132.01215523774303,130.7447732125093,131.0177459716797,66015800
2021-04-28,119.46126773420414,121.70608135750207,117.85854233793792,118.10965728759766,59728000,246.28484700544834,246.72727299379406,243.27458046334309,244.822998046875,46903100,130.93975103357886,131.6319415185454,129.74061964154626,130.2280731201172,107760100
2021-04-29,119.61934105132906,120.91908679997171,119.21983344543095,120.59005737304688,39554000,245.68862956024947,246.30414889333332,239.47571890978605,242.85145568847656,40589000,133.04553085743174,133.63048088194913,129.12640139531834,130.13055419921875,151101000
2021-04-30,119.3295033916252,120.45357230680484,119.21386981598272,119.60890197753906,39142000,240.18737020905894,243.3996106161242,240.0527258409525,242.53402709960938,30945100,128.4732479162047,130.2085812488916,127.78107225167611,128.16128540039062,109839500
2021-05-03,119.24166605463816,120.08434482450056,118.33744477612487,118.86697387695312,33788000,243.70742202677422,244.6210961840204,241.51463339966153,242.22633361816406,19626600,128.7267036427075,130.70577838338053,128.5219815192614,129.2141571044922,75135100
2021-05-04,117.60494453426084,118.07739897884774,114.72454752284926,116.83621215820312,35120000,241.3703223475441,241.60114755760276,236.35959997498009,238.31195068359375,32756100,127.89804644623831,128.19052150938094,123.52070884107249,124.64185333251953,137564700
2021-05-05,117.53942996667035,118.22330377623746,116.69526696192773,116.95977783203125,21806000,239.5333781544318,239.956550370843,236.41731851565086,237.04244995117188,21901300,125.95797834787251,127.17661206810328,124.75884693241741,124.88558959960938,84000900
2021-05-06,116.65705298910346,118.24861640060404,116.24504302548796,118.18112182617188,20618000,237.0232117765403,240.30278179143735,235.3305375794011,240.17774963378906,26491100,124.68083714349731,126.49416448959799,123.9399058507591,126.48442077636719,78128300
2021-05-07,119.10668251478764,119.92107766726444,118.61040467097602,119.04167175292969,23272000,242.5051899813875,244.57296071817902,241.56267934946032,242.8033447265625,27032900,127.7832408311975,128.18362023078294,126.44533974102744,127.15824127197266,78973300
2021-05-10,117.86051779633932,118.01486249439213,115.86747051099375,116.21138763427734,26006000,241.2741239707765,242.10122923611513,237.66756287339308,237.7252655029297,29299900,126.37701270502987,126.50395575349485,123.83794311938117,123.87700653076172,88071200
2021-05-11,113.73994062801565,115.23571829072367,113.30023765378381,114.57865142822266,32110000,235.19591291269418,237.16750290744034,233.29165244697984,236.8116455078125,33641600,120.60551014234991,123.31058591748854,119.892615994426,122.95903015136719,126142800
2021-05-12,112.2436595911745,113.41785164494686,110.67244374509713,111.1205825805664,34934000,232.90692968884187,235.03240304314005,228.96376461216937,229.85818481445312,36684400,120.50786329646682,121.7187992057643,119.38481447185008,119.89262390136719,112172300
2021-05-13,112.21288252912433,112.98265992012453,111.30122492605189,112.25656127929688,26670000,232.55106086643914,236.20571235456518,232.18559131508619,233.7340087890625,29624300,121.66021008886267,123.19341357180042,121.34771025318693,122.04106903076172,105861300
2021-05-14,113.73844140886489,115.19303160950976,113.31611000480542,114.94588470458984,26624000,236.18651381020268,239.64880422890522,236.09995985164096,238.658203125,23901100,123.29106392253492,124.892626453878,122.90043727939631,124.46293640136719,81918000
2021-05-17,114.60642884652428,115.30220675116297,113.89575564102445,115.20642852783203,19842000,237.11941076417176,237.15787429824175,234.20531011006548,235.8018035888672,24970200,123.84772054552292,123.95514307259624,122.2363900900074,123.31060791015625,74244600
2021-05-18,115.97544686527785,116.28532513554022,114.30070630432658,114.3141098022461,17302000,236.85015003109484,236.98479442898022,233.60904291569756,233.78216552734375,20168000,123.59379552967953,124.01371786549493,121.8555147978895,121.92387390136719,63342900
2021-05-19,112.37715722017664,114.9756642787799,112.33348604170753,114.57616424560547,19350000,230.68774884544365,234.4665109627716,230.00333811399742,234.3604736328125,25739800,120.27349147179841,121.99223682754793,119.9805196188087,121.76763153076172,92612000
2021-05-20,115.53546506514698,117.13844034551128,115.19054833634263,116.92752075195312,23832000,235.17024649146305,239.01647932099823,235.07384355914962,237.5994415283203,21800700,122.2949800317053,124.72661966171272,122.1680220813628,124.32622528076172,76857100
2021-05-21,117.41883721879363,117.56821430047131,116.24662923261403,116.38211059570312,22832000,238.6501927760456,239.38280508852012,235.92215439273173,236.33665466308594,21863100,124.82428034642234,125.00006198160735,122.27545036153188,122.49029541015625,79295400
2021-05-24,117.46896653672783,120.0238100181119,117.12703339736446,119.43770599365234,21244000,238.86224498919998,242.11083559355552,238.592334424491,241.74452209472656,21411500,123.05671982815599,124.94148693232214,122.98836070834002,124.12117004394531,63092900
2021-05-25,120.09923365607258,120.7389364994994,119.25506307653886,119.55680084228516,18838000,242.69883622832327,243.6435231193203,241.78306727314097,242.650634765625,17704300,124.82428611341189,125.3125750786712,123.35944156938784,123.92584991455078,72009500
2021-05-26,119.74364968862118,121.23789760351696,119.72776994891755,120.77069854736328,21856000,242.37108923531312,243.82669406493432,241.71559637327553,242.42893981933594,17771600,123.98442904941227,124.40435140852335,123.45708417165065,123.87700653076172,56575900
2021-05-27,120.93992810290065,121.09178899580758,119.20593175102528,119.23124694824219,38962000,242.12050060290292,242.41932914380973,240.26967876426514,240.3275146484375,24426200,123.4766199875777,124.6484925303121,122.14849379883397,122.34380340576172,94625600
2021-05-28,120.19651505921757,120.50321290609966,119.48832556660223,119.68038940429688,24108000,241.95659116393372,242.9976810503592,240.5684713153664,240.68414306640625,18270200,122.62700604353964,122.85161879427051,121.63091513952054,121.68950653076172,71311100
2021-06-01,120.19849417780077,120.99110297580962,119.34887128149819,120.58609008789062,19166000,242.17829092022103,242.23612679351132,238.0621477081634,238.4862823486328,23213300,122.14847888043448,122.41214756264262,121.03519786563034,121.36722564697266,67637100
2021-06-02,120.85905093526975,121.19105641358378,119.31512663868645,120.16277313232422,17158000,239.1899744978165,240.2889001399061,236.98247409608825,238.38987731933594,19406700,121.3672417498929,122.30474128408406,121.14263644461568,122.12895965576172,59278900
2021-06-03,118.85953421263468,119.5903051465207,118.25457443598461,119.33546447753906,18346000,236.38484216295458,237.4644843931223,234.24482652171346,236.85719299316406,25307700,121.75788119387512,121.92389512399187,120.24420548835592,120.64459991455078,76229200
2021-06-04,120.22430061160439,121.77958371082647,119.98856560491551,121.6754150390625,25948000,238.83329086186072,242.58313497018682,238.59229827209933,241.75411987304688,25281100,121.16216229807738,123.20318269390796,120.94731726161271,122.93950653076172,75169300
2021-06-07,121.65357653961168,122.48136758049505,121.1450386821504,122.3865737915039,23850000,240.97335057747247,244.935270070548,240.80947735136266,244.6653594970703,23079200,123.21294850959707,123.35943444565716,121.90435770211774,122.94927978515625,71057600
2021-06-08,123.07193696729146,123.79624843430808,122.49327685843436,123.21833801269531,25060000,245.96674258742073,246.78612348356629,243.41221166410014,243.47006225585938,22455000,123.63284357760986,125.44925835272221,123.25198469832935,123.76956176757812,74403800
2021-06-09,124.04463823713085,124.3175925496638,123.44067049945049,123.64265441894531,20126000,244.6653522763675,246.3233827268109,244.0869787969945,244.45327758789062,17937600,124.22857085419675,124.75591573650723,123.55474004059155,124.15044403076172,56877900
2021-06-10,123.77218660193203,125.22380075791295,123.7716868104201,125.14141845703125,31234000,245.1280761849475,248.1838612066924,244.5304191228026,247.97178649902344,24563600,124.04303403142379,125.18561845038153,122.98835161093277,123.15436553955078,71186400
2021-06-11,125.30619687026531,125.40892675508421,123.98460408770231,124.76078796386719,25240000,248.69474693138196,249.1767321950456,247.364462896783,248.59837341308594,18999700,123.56451405558266,124.45318995364758,123.14459167144136,124.36529541015625,53522400
2021-06-14,124.7339778092754,125.47045091033763,124.11610675138665,125.41139221191406,22550000,248.60798486236368,250.58414202862005,247.54761143389015,250.52630615234375,19150500,124.82426738240325,127.4805121651489,124.09184522029778,127.42192077636719,96906500
2021-06-15,125.58012276594714,125.91758803507994,124.71312084525886,125.09475708007812,22182000,250.4105934676479,250.62266814359123,248.39589875520807,249.0513916015625,18038900,126.89455717276125,127.53909211859933,126.3574447178962,126.6015853881836,62746300
2021-06-16,125.30768109976734,125.58162745928442,123.22574631919373,124.76078796386719,26316000,250.05391431727787,251.1913923218555,245.25334587373584,248.10670471191406,27220000,127.3145078232053,127.82232473272363,125.44928390187147,127.09966278076172,91815000
2021-06-17,124.58857288727816,126.24961492715705,124.58062923082278,125.43025970458984,25756000,246.84392869846377,252.3192739828224,246.78609282291416,251.49989318847656,27565500,126.75788205128507,129.4434303366887,126.61138865865254,128.70123291015625,96721700
2021-06-18,124.76970937847966,125.4481233861758,123.6754158011016,124.63273620605469,53306000,250.27566108833486,252.84944580260748,249.42736235681394,250.08285522460938,37202200,127.6465684465976,128.4278070000862,127.18758260077941,127.40242767333984,108953300
2021-06-21,124.8039372873605,126.0910366516317,124.20269571115179,125.51361846923828,26256000,250.4588173244995,254.025490451817,248.6272792950073,253.16757202148438,26696100,127.24613887941126,129.3066870329964,126.18168897810015,129.1992645263672,79663300
2021-06-22,125.50866066639675,126.3225560078602,125.08831328217012,126.05406951904297,20984000,253.2542859084391,256.21368187759316,252.9458083429552,255.9437713623047,24694100,129.03327220047046,130.93756704429327,128.53521554050778,130.83990478515625,74783600
2021-06-23,125.60791507751165,126.84463397197254,125.31212938717309,125.52007293701172,19694000,256.4064621675582,257.216193725661,254.90267078564716,255.71240234375,19518700,130.63483384623305,131.17194646480604,130.10748149302736,130.56646728515625,60214200
2021-06-24,126.10766569898725,126.58607976031381,126.0148635032268,126.33446502685547,18934000,256.5703651753061,258.1994775046297,255.90522324591163,257.0812683105469,21446900,131.2988830515641,131.4844323925828,129.81450322458238,130.28326416015625,68711000
2021-06-25,126.01189483683915,126.55581190778707,125.50271327766866,126.04961395263672,33484000,256.6378609608532,257.6211002196524,255.22082323661826,255.471435546875,25611100,130.3320525078085,130.75196727761698,129.69727787050996,129.99024963378906,70783700
2021-06-28,126.05456452181701,126.3890537686656,125.03600459252819,125.87541198730469,28110000,256.5993028499447,259.2116545976608,256.32939229392287,259.03814697265625,19590000,130.28326829600795,132.08014056924634,130.22467690249317,131.62115478515625,62111300
2021-06-29,125.82876812693557,126.0545754601923,124.50320736820488,125.08038330078125,20950000,259.1827681299934,261.8626051966104,258.3248496012734,261.6216125488281,19937800,131.6406714747908,133.29106502927266,131.20122118482706,133.1348114013672,64556100
2021-06-30,124.71814454004452,124.86350814875675,123.82876551564229,124.38311004638672,24006000,260.9371313522289,261.58297500014504,259.8864072211994,261.1395568847656,21656500,132.97859834281147,134.18954197676644,132.6856264263999,133.75009155273438,63261400
2021-07-01,123.92031801243162,125.521066877901,123.92031801243162,125.42776489257812,17120000,259.89613139020065,262.04579668374896,259.8865116872873,261.814453125,16725300,133.39850004575504,134.11138680082388,132.5781758729055,134.05279541015625,52485800
2021-07-02,125.89525545072118,127.88881008196063,125.82527707069511,127.76075744628906,21160000,262.99042843593526,267.98378836748816,262.6819508278436,267.6463928222656,26458000,134.66801646633246,136.7188044942125,134.52153799341264,136.67974853515625,78852600
2021-07-06,128.4858527848289,128.9176273043128,127.45310156649056,128.80496215820312,21350000,268.0127312917453,269.304448300758,264.417110543685,267.65606689453125,31565600,136.78717260963688,139.79497322979873,136.78717260963688,138.69146728515625,108181800
