Date,Open,High,Low,Close,Volume
2021-01-14,207.17422274667487,208.66151222866404,204.13248361638705,204.40115356445312,29480800
2021-01-15,204.88098284348985,205.83091806344885,203.45126298692733,204.04617309570312,31746500
2021-01-19,205.10157556653647,208.20088416439117,204.0268959727962,207.6827392578125,30480900
2021-01-20,208.89179464606343,216.65446748663234,208.49837984592523,215.2631378173828,37777300
2021-01-21,215.60855020726058,217.14381945953934,213.42080103968158,215.8676300048828,30709400
2021-01-22,217.89226790023852,220.76129675652857,216.66405830590344,216.8079833984375,30172700
2021-01-25,219.8497797026645,220.48307955780587,215.14803999576768,220.24319458007812,33152100
2021-01-26,222.47890098214344,224.7050257283065,220.7709212912737,222.9298858642578,49169600
2021-01-27,228.37043413974956,230.71171320212767,220.82845198964586,223.47677612304688,69870600
2021-01-28,226.07716818506384,232.8227316681534,225.57820339979344,229.26283264160156,49111200
2021-01-29,226.44178833824543,228.38965283762465,221.989524533748,222.57484436035156,42503100
2021-02-01,225.54939077841996,232.68836821174884,223.0257967801908,229.95367431640625,33314200
2021-02-02,231.53693548030532,232.50606531871057,229.03253624582663,229.81935119628906,25916300
2021-02-03,229.87696773203956,235.17361713548425,229.5794980812515,233.16818237304688,27158100
2021-02-04,232.84189498215045,233.39842973611815,230.64454098446654,232.2181854248047,25296100
2021-02-05,232.4292977150345,233.43681732954676,230.69253319854138,232.4005126953125,18054800
2021-02-08,233.31211754611243,233.8206725146445,231.06679772564047,232.65963745117188,22211900
2021-02-09,232.08386345870682,234.85693261686325,231.6136983743784,233.90699768066406,23565000
2021-02-10,235.08727333327803,235.97004827617175,231.14356379496923,232.9954833984375,22186700
2021-02-11,234.8761299477972,235.23115495661315,232.35253581551774,234.59786987304688,15751100
2021-02-12,234.06055791477417,235.37513751785033,232.9091129771485,235.0776824951172,16561100
2021-02-16,235.1160487689445,236.17154846273206,233.0914190955274,233.83985900878906,26728500
2021-02-17,232.08948433430788,234.96510703693932,231.72401468977077,234.85931396484375,21653500
2021-02-18,232.55110833821877,234.59962546627492,231.64706116356732,234.46498107910156,16925600
2021-02-19,234.42650126233121,234.53229432170122,230.993047615162,231.75283813476562,25262600
2021-02-22,228.33862759094472,228.82911468835837,223.51063965852657,225.53993225097656,36446900
2021-02-23,221.5198046781942,225.84767822105573,219.98099932623367,224.34735107421875,30228700
2021-02-24,221.2120626767533,226.20354640693853,220.2407006773393,225.5784149169922,26339700
2021-02-25,223.20288228767947,225.61686886141217,219.16353629900811,220.2310791015625,39542200
2021-02-26,222.6739161526136,226.36703163258593,220.76002888675455,223.4914093017578,37819200
2021-03-01,226.87675570412392,228.3867098260675,224.2319439435093,227.87698364257812,25324000
2021-03-02,227.94428610482706,228.22320172977388,224.5204595960881,224.9243927001953,22812500
2021-03-03,223.279813142553,224.64549595106263,218.56723082291026,218.8557586669922,34029500
2021-03-04,218.06718304367254,223.59724510649153,215.68203266613037,218.05755615234375,44727800
2021-03-05,220.74078515082306,224.3473463607686,217.79783355152915,222.74122619628906,41872800
2021-03-08,222.52003591331203,224.44353542154002,218.4422263479561,218.69227600097656,35267400
2021-03-09,223.97226078418777,226.37663488338205,222.8085372631184,224.83782958984375,33080500
2021-03-10,227.9346612370885,227.9346612370885,223.16437663768343,223.52984619140625,29746800
2021-03-11,225.97274282318187,230.0217013232755,225.34759663880936,228.0597381591797,29907600
2021-03-12,225.0590786530408,226.7998582205497,224.3089149389268,226.73252868652344,22653700
2021-03-15,225.97271669511534,226.19391501778802,222.94319632529994,225.8284454345703,26034900
2021-03-16,227.24221351806312,230.87762613927848,226.91522214846157,228.61752319335938,28092200
2021-03-17,227.11720307886736,229.42541133970818,224.30889550204407,227.97315979003906,29562100
2021-03-18,223.66452881126907,225.23218566499116,221.51983088863727,221.89491271972656,34833000
2021-03-19,222.18341777330807,223.5779518905413,220.57729754999687,221.53904724121094,46430700
2021-03-22,221.46212328057254,227.83851426603098,221.3370911146356,226.9633331298828,30127000
2021-03-23,228.40593872587874,231.8297652677323,228.0020056178648,228.49249267578125,31638400
2021-03-24,228.75216387790152,228.8964204577157,226.31893839746687,226.45358276367188,25620100
2021-03-25,226.2997431730868,227.8770123437966,222.71242033317537,223.4529571533203,34061900
2021-03-26,222.69313628302467,227.6557680411861,222.69313628302467,227.43455505371094,25479900
2021-03-29,227.54037302898925,227.74234693638846,223.0105398608901,226.2420196533203,25227500
2021-03-30,224.59742201837378,224.90518898802316,222.2603771275382,222.981689453125,24792000
2021-03-31,224.00111959464277,229.95435241146978,223.50100565623833,226.75172424316406,43623500
2021-04-01,229.34848407327533,233.55132615154153,228.94455090403778,233.080078125,30338000
2021-04-05,233.47433160198997,240.39894058040818,233.41662897302558,239.54298400878906,36910600
2021-04-06,238.13888077497685,239.86040654818333,237.43680749401827,238.3793182373047,22931900
2021-04-07,238.3312093103771,241.33186391127126,237.73492914613195,240.3412628173828,22719800
2021-04-08,243.10152029642984,244.41911293067284,242.360968782777,243.5631561279297,23625200
2021-04-09,243.19761999572466,246.19828876802333,242.78407470611,246.0636444091797,24326800
2021-04-12,244.9673020816501,247.8140879939687,244.88073344510863,246.12139892578125,27148700
2021-04-13,247.41974301703107,249.27591293750018,247.00616833012472,248.60267639160156,23837500
2021-04-14,247.63135037006475,248.9296891266608,245.4000837782856,245.81362915039062,23070900
2021-04-15,248.06409680754706,249.9875962364744,247.87176447481755,249.5740509033203,25627500
2021-04-16,249.54520522242984,251.0166811447849,247.74673791180396,250.76661682128906,24878600
2021-04-19,250.23768863098698,251.47835411992395,247.95834624800946,248.8431396484375,23209300
2021-04-20,247.95826707423873,250.24723561665402,247.01574198316598,248.38143920898438,19722900
2021-04-21,249.035523125519,250.70895857066205,247.41016343558758,250.61277770996094,24030400
2021-04-22,250.25688896426033,251.7668430840579,245.86170033030186,247.33319091796875,25606200
